Date,Rank,Title,Artist
2023-01-07,1,All I Want For Christmas Is You,Mariah Carey
2023-01-07,2,Rockin' Around The Christmas Tree,Brenda Lee
2023-01-07,3,Jingle Bell Rock,Bobby Helms
2023-01-07,4,Last Christmas,Wham!
2023-01-07,5,A Holly Jolly Christmas,Burl Ives
2023-01-07,6,It's The Most Wonderful Time Of The Year,Andy Williams
2023-01-07,7,Feliz Navidad,Jose Feliciano
2023-01-07,8,Anti-Hero,Taylor Swift
2023-01-07,9,The Christmas Song (Merry Christmas To You),Nat King Cole
2023-01-07,10,Unholy,Sam Smith & Kim Petras
2023-01-07,11,Kill Bill,SZA
2023-01-07,12,Santa Tell Me,Ariana Grande
2023-01-07,13,Sleigh Ride,The Ronettes
2023-01-07,14,Underneath The Tree,Kelly Clarkson
2023-01-07,15,Christmas (Baby Please Come Home),Darlene Love
2023-01-07,16,White Christmas,Bing Crosby
2023-01-07,17,Deck The Halls,Nat King Cole
2023-01-07,18,"Let It Snow, Let It Snow, Let It Snow",Dean Martin
2023-01-07,19,I'm Good (Blue),David Guetta & Bebe Rexha
2023-01-07,20,Jingle Bells,Frank Sinatra
2023-01-07,21,Rich Flex,Drake & 21 Savage
2023-01-07,22,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-01-07,23,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra
2023-01-07,24,Blue Christmas,Elvis Presley
2023-01-07,25,It's Beginning To Look A Lot Like Christmas,Michael Buble
2023-01-07,26,Die For You,The Weeknd & Ariana Grande
2023-01-07,27,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry
2023-01-07,28,Rudolph The Red-Nosed Reindeer,Gene Autry
2023-01-07,29,Little Saint Nick,The Beach Boys
2023-01-07,30,Bad Habit,Steve Lacy
2023-01-07,31,As It Was,Harry Styles
2023-01-07,32,Run Rudolph Run,Chuck Berry
2023-01-07,33,Wonderful Christmastime,Paul McCartney
2023-01-07,34,Santa Claus Is Comin' To Town,Jackson 5
2023-01-07,35,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft
2023-01-07,36,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra
2023-01-07,37,This Christmas,Donny Hathaway
2023-01-07,38,Cuff It,Beyonce
2023-01-07,39,Under The Influence,Chris Brown
2023-01-07,40,Happy Holiday / The Holiday Season,Andy Williams
2023-01-07,41,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra
2023-01-07,42,Something In The Orange,Zach Bryan
2023-01-07,43,Please Come Home For Christmas,Eagles
2023-01-07,44,Merry Christmas,Ed Sheeran & Elton John
2023-01-07,45,Made You Look,Meghan Trainor
2023-01-07,46,You Proof,Morgan Wallen
2023-01-07,47,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir
2023-01-07,48,Have Yourself A Merry Little Christmas,Michael Buble
2023-01-07,49,Golden Hour,JVKE
2023-01-07,50,Christmastime Is Here,Vince Guaraldi Trio
2023-01-07,51,Super Freaky Girl,Nicki Minaj
2023-01-07,52,Shirt,SZA
2023-01-07,53,Just Wanna Rock,Lil Uzi Vert
2023-01-07,54,Tomorrow 2,GloRilla & Cardi B
2023-01-07,55,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-01-07,56,Thank God,Kane Brown With Katelyn Brown
2023-01-07,57,Lift Me Up,Rihanna
2023-01-07,58,Until I Found You,Stephen Sanchez
2023-01-07,59,Nobody Gets Me,SZA
2023-01-07,60,Someday At Christmas,Lizzo
2023-01-07,61,Rock And A Hard Place,Bailey Zimmerman
2023-01-07,62,Gato de Noche,Nengo Flow & Bad Bunny
2023-01-07,63,Victoria's Secret,Jax
2023-01-07,64,Lavender Haze,Taylor Swift
2023-01-07,65,Low,SZA
2023-01-07,66,Son Of A Sinner,Jelly Roll
2023-01-07,67,Blind,SZA
2023-01-07,68,What My World Spins Around,Jordan Davis
2023-01-07,69,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-01-07,70,"Going, Going, Gone",Luke Combs
2023-01-07,71,Heart Like A Truck,Lainey Wilson
2023-01-07,72,Last Christmas,Lauren Spencer Smith
2023-01-07,73,Blue Christmas,Kane Brown
2023-01-07,74,Snooze,SZA
2023-01-07,75,Escapism,RAYE Featuring 070 Shake
2023-01-07,76,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande
2023-01-07,77,Love Language,SZA
2023-01-07,78,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X
2023-01-07,79,Calm Down,Rema & Selena Gomez
2023-01-07,80,Whiskey On You,Nate Smith
2023-01-07,81,Seek & Destroy,SZA
2023-01-07,82,Hold Me Closer,Elton John & Britney Spears
2023-01-07,83,Que Vuelvas,Carin Leon X Grupo Frontera
2023-01-07,84,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-01-07,85,Spin Bout U,Drake & 21 Savage
2023-01-07,86,Used,SZA Featuring Don Toliver
2023-01-07,87,Romantic Homicide,d4vd
2023-01-07,88,Circo Loco,Drake & 21 Savage
2023-01-07,89,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-01-07,90,Down Home,Jimmie Allen
2023-01-07,91,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-01-07,92,Special,SZA
2023-01-07,93,No Se Va,Grupo Frontera
2023-01-07,94,Kid On Christmas,Pentatonix Featuring Meghan Trainor
2023-01-07,95,One Thing At A Time,Morgan Wallen
2023-01-07,96,Pick Me Up,Gabby Barrett
2023-01-07,97,SOS,SZA
2023-01-07,98,Forget Me,Lewis Capaldi
2023-01-07,99,La Jumpa,Arcangel & Bad Bunny
2023-01-07,100,Gone Girl,SZA
2023-01-14,1,Anti-Hero,Taylor Swift
2023-01-14,2,Unholy,Sam Smith & Kim Petras
2023-01-14,3,Kill Bill,SZA
2023-01-14,4,I'm Good (Blue),David Guetta & Bebe Rexha
2023-01-14,5,Rich Flex,Drake & 21 Savage
2023-01-14,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-01-14,7,As It Was,Harry Styles
2023-01-14,8,Die For You,The Weeknd & Ariana Grande
2023-01-14,9,Bad Habit,Steve Lacy
2023-01-14,10,Cuff It,Beyonce
2023-01-14,11,Something In The Orange,Zach Bryan
2023-01-14,12,Made You Look,Meghan Trainor
2023-01-14,13,You Proof,Morgan Wallen
2023-01-14,14,Under The Influence,Chris Brown
2023-01-14,15,Golden Hour,JVKE
2023-01-14,16,Just Wanna Rock,Lil Uzi Vert
2023-01-14,17,Thank God,Kane Brown With Katelyn Brown
2023-01-14,18,Super Freaky Girl,Nicki Minaj
2023-01-14,19,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-01-14,20,Rock And A Hard Place,Bailey Zimmerman
2023-01-14,21,Tomorrow 2,GloRilla & Cardi B
2023-01-14,22,Wasted On You,Morgan Wallen
2023-01-14,23,Shirt,SZA
2023-01-14,24,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-01-14,25,Lift Me Up,Rihanna
2023-01-14,26,About Damn Time,Lizzo
2023-01-14,27,Until I Found You,Stephen Sanchez
2023-01-14,28,Wait For U,Future Featuring Drake & Tems
2023-01-14,29,Sunroof,Nicky Youre & dazy
2023-01-14,30,I Ain't Worried,OneRepublic
2023-01-14,31,"Going, Going, Gone",Luke Combs
2023-01-14,32,Vegas,Doja Cat
2023-01-14,33,Thought You Should Know,Morgan Wallen
2023-01-14,34,The Kind Of Love We Make,Luke Combs
2023-01-14,35,She Had Me At Heads Carolina,Cole Swindell
2023-01-14,36,Son Of A Sinner,Jelly Roll
2023-01-14,37,Lavender Haze,Taylor Swift
2023-01-14,38,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-01-14,39,Heart Like A Truck,Lainey Wilson
2023-01-14,40,Victoria's Secret,Jax
2023-01-14,41,Unstoppable,Sia
2023-01-14,42,Nobody Gets Me,SZA
2023-01-14,43,Escapism,RAYE Featuring 070 Shake
2023-01-14,44,What My World Spins Around,Jordan Davis
2023-01-14,45,Low,SZA
2023-01-14,46,Calm Down,Rema & Selena Gomez
2023-01-14,47,Whiskey On You,Nate Smith
2023-01-14,48,Fall In Love,Bailey Zimmerman
2023-01-14,49,Jimmy Cooks,Drake Featuring 21 Savage
2023-01-14,50,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-01-14,51,Blind,SZA
2023-01-14,52,Hold Me Closer,Elton John & Britney Spears
2023-01-14,53,Snooze,SZA
2023-01-14,54,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X
2023-01-14,55,Hotel Lobby (Unc And Phew),Quavo & Takeoff
2023-01-14,56,Love Language,SZA
2023-01-14,57,Que Vuelvas,Carin Leon X Grupo Frontera
2023-01-14,58,Tennessee Orange,Megan Moroney
2023-01-14,59,Romantic Homicide,d4vd
2023-01-14,60,Gato de Noche,Nengo Flow & Bad Bunny
2023-01-14,61,Down Home,Jimmie Allen
2023-01-14,62,Spin Bout U,Drake & 21 Savage
2023-01-14,63,Pick Me Up,Gabby Barrett
2023-01-14,64,Circo Loco,Drake & 21 Savage
2023-01-14,65,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-01-14,66,Seek & Destroy,SZA
2023-01-14,67,What He Didn't Do,Carly Pearce
2023-01-14,68,Bloody Mary,Lady Gaga
2023-01-14,69,Handle On You,Parker McCollum
2023-01-14,70,No Se Va,Grupo Frontera
2023-01-14,71,Snap,Rosa Linn
2023-01-14,72,Freestyle,Lil Baby
2023-01-14,73,Half Of Me,Thomas Rhett Featuring Riley Green
2023-01-14,74,Forget Me,Lewis Capaldi
2023-01-14,75,Wild As Her,Corey Kent
2023-01-14,76,Used,SZA Featuring Don Toliver
2023-01-14,77,One Thing At A Time,Morgan Wallen
2023-01-14,78,Billie Eilish.,Armani White
2023-01-14,79,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-01-14,80,La Jumpa,Arcangel & Bad Bunny
2023-01-14,81,Bejeweled,Taylor Swift
2023-01-14,82,La Bachata,Manuel Turizo
2023-01-14,83,Special,SZA
2023-01-14,84,Heyy,Lil Baby
2023-01-14,85,Open Arms,SZA Featuring Travis Scott
2023-01-14,86,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage"
2023-01-14,87,The Color Violet,Tory Lanez
2023-01-14,88,Here With Me,d4vd
2023-01-14,89,California Breeze,Lil Baby
2023-01-14,90,SOS,SZA
2023-01-14,91,Love You Better,Future
2023-01-14,92,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott
2023-01-14,93,Out In The Middle,Zac Brown Band
2023-01-14,94,Gone Girl,SZA
2023-01-14,95,On BS,Drake & 21 Savage
2023-01-14,96,Shut Up My Moms Calling,Hotel Ugly
2023-01-14,97,Midnight Rain,Taylor Swift
2023-01-14,98,Players,Coi Leray
2023-01-14,99,Major Distribution,Drake & 21 Savage
2023-01-14,100,Notice Me,SZA
2023-01-21,1,Anti-Hero,Taylor Swift
2023-01-21,2,Kill Bill,SZA
2023-01-21,3,Unholy,Sam Smith & Kim Petras
2023-01-21,4,I'm Good (Blue),David Guetta & Bebe Rexha
2023-01-21,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-01-21,6,Die For You,The Weeknd & Ariana Grande
2023-01-21,7,Rich Flex,Drake & 21 Savage
2023-01-21,8,As It Was,Harry Styles
2023-01-21,9,Bad Habit,Steve Lacy
2023-01-21,10,Something In The Orange,Zach Bryan
2023-01-21,11,Golden Hour,JVKE
2023-01-21,12,Under The Influence,Chris Brown
2023-01-21,13,Cuff It,Beyonce
2023-01-21,14,Made You Look,Meghan Trainor
2023-01-21,15,You Proof,Morgan Wallen
2023-01-21,16,Just Wanna Rock,Lil Uzi Vert
2023-01-21,17,Rock And A Hard Place,Bailey Zimmerman
2023-01-21,18,Thank God,Kane Brown With Katelyn Brown
2023-01-21,19,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-01-21,20,Super Freaky Girl,Nicki Minaj
2023-01-21,21,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-01-21,22,Shirt,SZA
2023-01-21,23,Until I Found You,Stephen Sanchez
2023-01-21,24,Lift Me Up,Rihanna
2023-01-21,25,Tomorrow 2,GloRilla & Cardi B
2023-01-21,26,Wait For U,Future Featuring Drake & Tems
2023-01-21,27,Thought You Should Know,Morgan Wallen
2023-01-21,28,Escapism,RAYE Featuring 070 Shake
2023-01-21,29,"Going, Going, Gone",Luke Combs
2023-01-21,30,Lavender Haze,Taylor Swift
2023-01-21,31,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-01-21,32,Heart Like A Truck,Lainey Wilson
2023-01-21,33,The Kind Of Love We Make,Luke Combs
2023-01-21,34,Nobody Gets Me,SZA
2023-01-21,35,She Had Me At Heads Carolina,Cole Swindell
2023-01-21,36,Sunroof,Nicky Youre & dazy
2023-01-21,37,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-01-21,38,Calm Down,Rema & Selena Gomez
2023-01-21,39,I Ain't Worried,OneRepublic
2023-01-21,40,What My World Spins Around,Jordan Davis
2023-01-21,41,Vegas,Doja Cat
2023-01-21,42,About Damn Time,Lizzo
2023-01-21,43,Son Of A Sinner,Jelly Roll
2023-01-21,44,Unstoppable,Sia
2023-01-21,45,Victoria's Secret,Jax
2023-01-21,46,Low,SZA
2023-01-21,47,Whiskey On You,Nate Smith
2023-01-21,48,Snooze,SZA
2023-01-21,49,Sure Thing,Miguel
2023-01-21,50,Fall In Love,Bailey Zimmerman
2023-01-21,51,Blind,SZA
2023-01-21,52,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X
2023-01-21,53,Que Vuelvas,Carin Leon X Grupo Frontera
2023-01-21,54,Hold Me Closer,Elton John & Britney Spears
2023-01-21,55,Hotel Lobby (Unc And Phew),Quavo & Takeoff
2023-01-21,56,Love Language,SZA
2023-01-21,57,Romantic Homicide,d4vd
2023-01-21,58,Tennessee Orange,Megan Moroney
2023-01-21,59,Spin Bout U,Drake & 21 Savage
2023-01-21,60,Pick Me Up,Gabby Barrett
2023-01-21,61,What He Didn't Do,Carly Pearce
2023-01-21,62,Bloody Mary,Lady Gaga
2023-01-21,63,Half Of Me,Thomas Rhett Featuring Riley Green
2023-01-21,64,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-01-21,65,Forget Me,Lewis Capaldi
2023-01-21,66,Circo Loco,Drake & 21 Savage
2023-01-21,67,Handle On You,Parker McCollum
2023-01-21,68,Freestyle,Lil Baby
2023-01-21,69,No Se Va,Grupo Frontera
2023-01-21,70,The Color Violet,Tory Lanez
2023-01-21,71,Wild As Her,Corey Kent
2023-01-21,72,Seek & Destroy,SZA
2023-01-21,73,Down Home,Jimmie Allen
2023-01-21,74,Snap,Rosa Linn
2023-01-21,75,Gato de Noche,Nengo Flow & Bad Bunny
2023-01-21,76,Shut Up My Moms Calling,Hotel Ugly
2023-01-21,77,Here With Me,d4vd
2023-01-21,78,Players,Coi Leray
2023-01-21,79,La Bachata,Manuel Turizo
2023-01-21,80,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-01-21,81,La Jumpa,Arcangel & Bad Bunny
2023-01-21,82,One Thing At A Time,Morgan Wallen
2023-01-21,83,Used,SZA Featuring Don Toliver
2023-01-21,84,Open Arms,SZA Featuring Travis Scott
2023-01-21,85,Special,SZA
2023-01-21,86,Heyy,Lil Baby
2023-01-21,87,Out In The Middle,Zac Brown Band
2023-01-21,88,Love You Better,Future
2023-01-21,89,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage"
2023-01-21,90,California Breeze,Lil Baby
2023-01-21,91,Bejeweled,Taylor Swift
2023-01-21,92,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott
2023-01-21,93,Black,YoungBoy Never Broke Again
2023-01-21,94,On BS,Drake & 21 Savage
2023-01-21,95,Miss You,Oliver Tree & Robin Schulz
2023-01-21,96,Ditto,NewJeans
2023-01-21,97,That's What Tequila Does,Jason Aldean
2023-01-21,98,Gone Girl,SZA
2023-01-21,99,SOS,SZA
2023-01-21,100,You Didn't,Brett Young
2023-01-28,1,Flowers,Miley Cyrus
2023-01-28,2,Kill Bill,SZA
2023-01-28,3,Anti-Hero,Taylor Swift
2023-01-28,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-01-28,5,Unholy,Sam Smith & Kim Petras
2023-01-28,6,I'm Good (Blue),David Guetta & Bebe Rexha
2023-01-28,7,Die For You,The Weeknd & Ariana Grande
2023-01-28,8,Rich Flex,Drake & 21 Savage
2023-01-28,9,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-01-28,10,As It Was,Harry Styles
2023-01-28,11,Golden Hour,JVKE
2023-01-28,12,Bad Habit,Steve Lacy
2023-01-28,13,Something In The Orange,Zach Bryan
2023-01-28,14,Under The Influence,Chris Brown
2023-01-28,15,Made You Look,Meghan Trainor
2023-01-28,16,Just Wanna Rock,Lil Uzi Vert
2023-01-28,17,Cuff It,Beyonce
2023-01-28,18,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-01-28,19,Thank God,Kane Brown With Katelyn Brown
2023-01-28,20,You Proof,Morgan Wallen
2023-01-28,21,Rock And A Hard Place,Bailey Zimmerman
2023-01-28,22,Escapism,RAYE Featuring 070 Shake
2023-01-28,23,Shirt,SZA
2023-01-28,24,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-01-28,25,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-01-28,26,"Going, Going, Gone",Luke Combs
2023-01-28,27,Wait For U,Future Featuring Drake & Tems
2023-01-28,28,Until I Found You,Stephen Sanchez
2023-01-28,29,Super Freaky Girl,Nicki Minaj
2023-01-28,30,Tomorrow 2,GloRilla & Cardi B
2023-01-28,31,Thought You Should Know,Morgan Wallen
2023-01-28,32,Snooze,SZA
2023-01-28,33,Heart Like A Truck,Lainey Wilson
2023-01-28,34,Lavender Haze,Taylor Swift
2023-01-28,35,Calm Down,Rema & Selena Gomez
2023-01-28,36,Nobody Gets Me,SZA
2023-01-28,37,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-01-28,38,The Kind Of Love We Make,Luke Combs
2023-01-28,39,Lift Me Up,Rihanna
2023-01-28,40,What My World Spins Around,Jordan Davis
2023-01-28,41,Sunroof,Nicky Youre & dazy
2023-01-28,42,Sure Thing,Miguel
2023-01-28,43,Unstoppable,Sia
2023-01-28,44,She Had Me At Heads Carolina,Cole Swindell
2023-01-28,45,I Ain't Worried,OneRepublic
2023-01-28,46,Low,SZA
2023-01-28,47,Victoria's Secret,Jax
2023-01-28,48,Vegas,Doja Cat
2023-01-28,49,About Damn Time,Lizzo
2023-01-28,50,Que Vuelvas,Carin Leon X Grupo Frontera
2023-01-28,51,Whiskey On You,Nate Smith
2023-01-28,52,Blind,SZA
2023-01-28,53,Tennessee Orange,Megan Moroney
2023-01-28,54,Players,Coi Leray
2023-01-28,55,Pick Me Up,Gabby Barrett
2023-01-28,56,On Wat U On,Moneybagg Yo x GloRilla
2023-01-28,57,Bloody Mary,Lady Gaga
2023-01-28,58,Handle On You,Parker McCollum
2023-01-28,59,Romantic Homicide,d4vd
2023-01-28,60,What He Didn't Do,Carly Pearce
2023-01-28,61,Love Language,SZA
2023-01-28,62,No Se Va,Grupo Frontera
2023-01-28,63,Forget Me,Lewis Capaldi
2023-01-28,64,Spin Bout U,Drake & 21 Savage
2023-01-28,65,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X
2023-01-28,66,Here With Me,d4vd
2023-01-28,67,Snap,Rosa Linn
2023-01-28,68,Shut Up My Moms Calling,Hotel Ugly
2023-01-28,69,Freestyle,Lil Baby
2023-01-28,70,Wild As Her,Corey Kent
2023-01-28,71,The Color Violet,Tory Lanez
2023-01-28,72,La Bachata,Manuel Turizo
2023-01-28,73,Half Of Me,Thomas Rhett Featuring Riley Green
2023-01-28,74,Circo Loco,Drake & 21 Savage
2023-01-28,75,Nonsense,Sabrina Carpenter
2023-01-28,76,Vibe,TAEYANG Featuring Jimin
2023-01-28,77,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-01-28,78,La Jumpa,Arcangel & Bad Bunny
2023-01-28,79,Love You Better,Future
2023-01-28,80,Gato de Noche,Nengo Flow & Bad Bunny
2023-01-28,81,Seek & Destroy,SZA
2023-01-28,82,One Thing At A Time,Morgan Wallen
2023-01-28,83,Monotonia,Shakira + Ozuna
2023-01-28,84,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-01-28,85,Ditto,NewJeans
2023-01-28,86,Down Home,Jimmie Allen
2023-01-28,87,Heyy,Lil Baby
2023-01-28,88,Out In The Middle,Zac Brown Band
2023-01-28,89,Open Arms,SZA Featuring Travis Scott
2023-01-28,90,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage"
2023-01-28,91,OMG,NewJeans
2023-01-28,92,That's What Tequila Does,Jason Aldean
2023-01-28,93,Used,SZA Featuring Don Toliver
2023-01-28,94,Human,Cody Johnson
2023-01-28,95,Special,SZA
2023-01-28,96,Miss You,Oliver Tree & Robin Schulz
2023-01-28,97,California Breeze,Lil Baby
2023-01-28,98,Heart To Heart,Mac DeMarco
2023-01-28,99,You Didn't,Brett Young
2023-01-28,100,King Snipe,Gucci Mane & Kodak Black
2023-02-04,1,Flowers,Miley Cyrus
2023-02-04,2,Kill Bill,SZA
2023-02-04,3,Anti-Hero,Taylor Swift
2023-02-04,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-04,5,Unholy,Sam Smith & Kim Petras
2023-02-04,6,I'm Good (Blue),David Guetta & Bebe Rexha
2023-02-04,7,Die For You,The Weeknd & Ariana Grande
2023-02-04,8,Rich Flex,Drake & 21 Savage
2023-02-04,9,As It Was,Harry Styles
2023-02-04,10,Golden Hour,JVKE
2023-02-04,11,Something In The Orange,Zach Bryan
2023-02-04,12,Just Wanna Rock,Lil Uzi Vert
2023-02-04,13,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-02-04,14,Made You Look,Meghan Trainor
2023-02-04,15,Cuff It,Beyonce
2023-02-04,16,Under The Influence,Chris Brown
2023-02-04,17,Bad Habit,Steve Lacy
2023-02-04,18,Thank God,Kane Brown With Katelyn Brown
2023-02-04,19,Rock And A Hard Place,Bailey Zimmerman
2023-02-04,20,You Proof,Morgan Wallen
2023-02-04,21,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-02-04,22,Escapism,RAYE Featuring 070 Shake
2023-02-04,23,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-02-04,24,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-02-04,25,"Going, Going, Gone",Luke Combs
2023-02-04,26,Shirt,SZA
2023-02-04,27,Thought You Should Know,Morgan Wallen
2023-02-04,28,Calm Down,Rema & Selena Gomez
2023-02-04,29,Until I Found You,Stephen Sanchez
2023-02-04,30,Lavender Haze,Taylor Swift
2023-02-04,31,Snooze,SZA
2023-02-04,32,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-02-04,33,Heart Like A Truck,Lainey Wilson
2023-02-04,34,Wait For U,Future Featuring Drake & Tems
2023-02-04,35,The Kind Of Love We Make,Luke Combs
2023-02-04,36,Super Freaky Girl,Nicki Minaj
2023-02-04,37,Tomorrow 2,GloRilla & Cardi B
2023-02-04,38,Nobody Gets Me,SZA
2023-02-04,39,Sure Thing,Miguel
2023-02-04,40,What My World Spins Around,Jordan Davis
2023-02-04,41,She Had Me At Heads Carolina,Cole Swindell
2023-02-04,42,Sunroof,Nicky Youre & dazy
2023-02-04,43,Unstoppable,Sia
2023-02-04,44,Lift Me Up,Rihanna
2023-02-04,45,I Ain't Worried,OneRepublic
2023-02-04,46,Whiskey On You,Nate Smith
2023-02-04,47,Low,SZA
2023-02-04,48,About Damn Time,Lizzo
2023-02-04,49,Players,Coi Leray
2023-02-04,50,Vegas,Doja Cat
2023-02-04,51,Que Vuelvas,Carin Leon X Grupo Frontera
2023-02-04,52,Knight Crawler,Trippie Redd & Juice WRLD
2023-02-04,53,Tennessee Orange,Megan Moroney
2023-02-04,54,Bloody Mary,Lady Gaga
2023-02-04,55,What He Didn't Do,Carly Pearce
2023-02-04,56,Nonsense,Sabrina Carpenter
2023-02-04,57,Blind,SZA
2023-02-04,58,Forget Me,Lewis Capaldi
2023-02-04,59,Handle On You,Parker McCollum
2023-02-04,60,Here With Me,d4vd
2023-02-04,61,Wild As Her,Corey Kent
2023-02-04,62,Freestyle,Lil Baby
2023-02-04,63,The Color Violet,Tory Lanez
2023-02-04,64,Red,HARDY Featuring Morgan Wallen
2023-02-04,65,No Se Va,Grupo Frontera
2023-02-04,66,Spin Bout U,Drake & 21 Savage
2023-02-04,67,Love Language,SZA
2023-02-04,68,Snap,Rosa Linn
2023-02-04,69,La Bachata,Manuel Turizo
2023-02-04,70,Love You Better,Future
2023-02-04,71,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-02-04,72,10:35,Tiesto Featuring Tate McRae
2023-02-04,73,One Thing At A Time,Morgan Wallen
2023-02-04,74,Half Of Me,Thomas Rhett Featuring Riley Green
2023-02-04,75,La Jumpa,Arcangel & Bad Bunny
2023-02-04,76,Shut Up My Moms Calling,Hotel Ugly
2023-02-04,77,You Didn't,Brett Young
2023-02-04,78,Circo Loco,Drake & 21 Savage
2023-02-04,79,OMG,NewJeans
2023-02-04,80,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X
2023-02-04,81,I Wish You Roses,Kali Uchis
2023-02-04,82,Gangsta Boo,Ice Spice & Lil Tjay
2023-02-04,83,Heart To Heart,Mac DeMarco
2023-02-04,84,Moonlight Sunrise,TWICE
2023-02-04,85,Gato de Noche,Nengo Flow & Bad Bunny
2023-02-04,86,Fully Loaded,"Trippie Redd, Future & Lil Baby"
2023-02-04,87,Seek & Destroy,SZA
2023-02-04,88,That's What Tequila Does,Jason Aldean
2023-02-04,89,Ditto,NewJeans
2023-02-04,90,Krzy Train,Trippie Redd & Travis Scott
2023-02-04,91,Next Thing You Know,Jordan Davis
2023-02-04,92,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-02-04,93,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-02-04,94,California Breeze,Lil Baby
2023-02-04,95,Human,Cody Johnson
2023-02-04,96,Do It Again,NLE Choppa & 2Rare
2023-02-04,97,Miss You,Oliver Tree & Robin Schulz
2023-02-04,98,Back End,Finesse2Tymes
2023-02-04,99,Open Arms,SZA Featuring Travis Scott
2023-02-04,100,Spit In My Face!,ThxSoMch
2023-02-11,1,Flowers,Miley Cyrus
2023-02-11,2,Kill Bill,SZA
2023-02-11,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-11,4,Anti-Hero,Taylor Swift
2023-02-11,5,Unholy,Sam Smith & Kim Petras
2023-02-11,6,Die For You,The Weeknd & Ariana Grande
2023-02-11,7,I'm Good (Blue),David Guetta & Bebe Rexha
2023-02-11,8,Rich Flex,Drake & 21 Savage
2023-02-11,9,As It Was,Harry Styles
2023-02-11,10,Just Wanna Rock,Lil Uzi Vert
2023-02-11,11,Made You Look,Meghan Trainor
2023-02-11,12,Golden Hour,JVKE
2023-02-11,13,Under The Influence,Chris Brown
2023-02-11,14,Something In The Orange,Zach Bryan
2023-02-11,15,Cuff It,Beyonce
2023-02-11,16,Rock And A Hard Place,Bailey Zimmerman
2023-02-11,17,Thank God,Kane Brown With Katelyn Brown
2023-02-11,18,You Proof,Morgan Wallen
2023-02-11,19,Lavender Haze,Taylor Swift
2023-02-11,20,Bad Habit,Steve Lacy
